,id_str,ra,dec,est_petro_th50
3160,471950_2854,157.9303075243809,25.3081924908094,14.177117350125176
3190,482301_32,157.7154056437199,27.129081429822968,3.101647295213856
3197,478444_3414,158.8839248596534,26.58204742262811,2.993647178843714
3199,478445_3455,159.1939812471363,26.583691035118896,2.809488995248456
3213,482305_786,158.8749655939692,27.174000538123973,2.368503374561726
3235,482294_3961,155.76963021465224,27.343163085858478,1.555583032196864
3245,487401_2300,155.7913668740529,28.257631260827853,2.231098822765475
3275,489937_229,155.9678253553061,28.64230080237328,2.335137685737772
3280,492459_2586,155.58840331444844,29.264385616450745,3.1824391155762717
3354,496232_1732,158.5575966465197,29.97174842632897,3.11390238365206
3367,473261_625,160.2641038181482,25.412838831656817,4.610457837768927
3382,473268_2384,162.1126621514745,25.49714757712568,2.6332311388053387
3396,431019_407,336.2483581718963,17.39270958667033,2.6508264121468943
3424,483589_1033,159.70478741950657,27.426809733423028,1.7994410829531684
3436,481034_3307,162.58156943082355,27.048009234605438,2.226366176527976
3441,482318_3272,162.32922076716238,27.322745578422694,2.4915592297806994
3446,483595_3418,161.26841568683798,27.56752965866972,1.9408841406178945
3449,486151_4086,161.92192120947024,28.080050900667764,2.5889564542478256
3469,475878_4411,165.00873535878162,26.121549068656446,1.3308708982141382
3512,484885_3105,164.54977588208268,27.78498533552048,1.913362104466784
3570,493730_91,159.46205059324112,29.379233958746017,2.5279591396891052
3575,496237_1732,160.12476952880738,29.966046215743695,2.8503383587253888
3583,488695_1231,162.87109754433212,28.43719359036973,3.028343377100421
3587,489962_4300,162.99702378066033,28.85238735736419,2.026541160850208
3614,493749_3801,164.94332813185162,29.582653074677133,4.275830393932163
3618,496257_713,165.76589162777938,29.909723938180854,2.2393040146311476
3620,494998_997,163.33905483454254,29.68689695712063,3.254446695082153
3622,494998_2643,163.43882508667264,29.783370790602508,1.648491756855858
3650,478471_3917,166.55884064447994,26.587287154935733,3.1931659564354664
3667,435135_1776,336.29417042767665,18.202030159761758,1.8719987236271562
3680,478476_1590,167.77325589482442,26.495996147557015,3.3667826673358814
3684,479771_2716,169.1388155035144,26.78759573633821,3.302193098204039
3687,481053_3096,167.89767595064333,27.043701206968798,2.9225662218855053
3690,481055_3777,168.49241286075002,27.06944183866679,2.0161030996496203
3695,481058_3571,169.12587447292518,27.060957074032597,2.957343610311707
3708,487441_11,167.0740234035643,28.128559201718833,3.152386788960068
3724,487445_3529,168.33824370195774,28.340936197025282,2.799332409928375
3830,487455_2696,171.093726809741,28.26577786215242,3.816333122924598
3831,488719_850,169.55657572252866,28.417456024604462,2.8438647343678087
3838,491251_2013,170.32845067460383,28.99802092677985,2.9437443330820035
3852,491254_3100,171.38296225114757,29.053141848109803,2.2101692240203192
3872,495008_2655,166.30407474805793,29.776390693436,2.699880931545703
3873,495009_2096,166.52903415742645,29.749174104336635,4.628125063158497
3896,495017_3223,168.86841093217436,29.81813201974921,3.6032665951133165
3951,401708_4652,317.5982172796916,12.29475457249055,3.015911379519595
3986,481080_469,175.32530446991336,26.90204162769765,3.2687284495525537
3990,479794_2358,175.74194994198206,26.759389530243187,2.1130917318268247
4019,491264_750,174.0626225259554,28.914293355731203,2.257652993549184
4033,488742_3610,176.02694544025223,28.575967770499208,2.3983444310820956
4036,491269_1661,175.4423396666005,28.943576495755455,1.4872025145862862
4037,490007_2031,175.80499700118838,28.71592341496875,1.5411818125441867
4067,479804_4862,178.4615667125326,26.860996949384063,2.139063150526674
4077,482378_1466,179.19837868650566,27.21630279185909,2.200516932935137
4114,486212_1047,179.28939667144522,27.93409375007318,3.384393004893746
4115,486213_52,179.5217724725503,27.87881245457099,10.283234377702906
4142,492536_3047,177.4806621234221,29.285044680390705,10.51762082021467
4143,492536_3094,177.48503084005608,29.28373246253268,4.439999282187062
4157,488752_315,178.93146150478887,28.39528679674051,3.796221815413911
4178,493780_3996,173.8140097577806,29.614534960037616,2.1998325945853687
4180,496285_43,173.78131412121533,29.89101778453753,6.18182087087144
4185,495038_364,175.02492500581977,29.646758372005458,3.5503484376546313
4186,495040_3198,175.4533919092103,29.794952328265804,2.1974317859941435
4188,493788_0,176.11804870359165,29.37669771087401,1.7086039104754152
4224,388446_3190,181.5762604294684,10.047771345502268,1.527474379333686
4226,391282_4967,181.48888207701074,10.604190684426326,2.337557955719914
4244,389880_1774,185.3396587972894,10.206980390294298,1.8258371792544743
4264,392696_394,180.75889089842323,10.654505952374658,2.108249074251152
4276,396940_1591,180.7437263123116,11.450265532013741,2.433846197814364
4277,392698_2925,181.18632732441392,10.778357245870312,4.30578517506174
4278,392698_2914,181.1912091015639,10.777710951495319,4.530086054751931
4282,394116_156,181.5286526412816,10.88895591132795,2.2349573568428345
4284,395530_463,181.4341578173205,11.151563070373673,3.1307178495920254
4315,394118_4262,182.2034486025558,11.09855000505829,2.1934607754787385
4321,394122_1573,183.05710672005912,10.950456538202191,2.693266685871825
4323,396948_1435,182.7972514313549,11.452648995596748,4.88471154591311
4327,398357_853,181.96963149462218,11.662764015588163,3.1658393207076765
4364,402581_130,180.78676989980048,12.382006662791326,2.138193532058482
4464,399781_865,185.33678976058056,11.91633302862316,3.132688923413421
4482,394134_3540,186.3247222006113,11.04717920534537,9.72479629820381
4483,394134_3554,186.33027571141622,11.049328223327466,2.423212626652568
4484,394135_4446,186.47524861987625,11.091006818642406,2.8106701795523907
4490,395551_1703,186.7527221119882,11.22081331428,2.3913707987349144
4491,395552_1603,187.04637652027705,11.215453192173504,3.4583760990293766
4507,398377_1033,187.00835767937437,11.680438856219808,2.450332666735179
4517,404003_628,184.76855114332227,12.65788084767882,3.1580751012084702
4523,406810_1364,184.34477381957228,13.204222816987366,1.1896957372184758
4531,409613_1808,183.8722512965092,13.735743551935423,2.4998162564145265
4553,404006_2139,185.41411051743893,12.737449084011221,2.3021278742545097
4565,402605_785,187.05966589443372,12.418152427937168,2.7904191630949313
4568,408218_3419,185.57540798844397,13.558625813732776,2.6933723236400833
4578,408223_2918,186.82144603278246,13.510352164693664,1.3060250786350793
4622,389910_3824,193.05859991012306,10.337992494762076,2.026565120497936
4658,396970_104,188.23649091115828,11.39007253473715,4.683666608306104
4659,396970_9,188.24076806925916,11.386945134534589,7.564303419583686
4666,398383_3118,188.5510081576762,11.811367476480422,4.820331685970461
4667,398383_3096,188.55089460352204,11.816566995641665,8.507457114994272
4687,396979_1046,190.6140111691669,11.431649051330385,1.6841000682118492
4690,399799_3372,189.91480604599758,12.033162599010922,2.060945050068761
4699,404017_638,188.19767337566188,12.662480746703555,1.639410238282769
4730,402615_1560,189.56622527431097,12.479230958384989,2.4867306769068787
4732,402616_891,189.9001711161089,12.438888771214978,3.940393139550979
4733,402616_860,189.90582945172054,12.439115347443522,10.51762082021467
4734,402616_862,189.9069018515,12.441703284083143,7.608066188084353
4748,408235_47,189.78561045900165,13.380443055178445,2.3274935908952212
4823,406835_4267,190.70674483116494,13.358918837562912,2.026541160850208
4834,404035_3915,192.80481007892078,12.853087812234438,2.727842395176992
4837,401223_724,193.58470532588262,12.172982608066356,3.4539059152654827
4855,410222_957,340.501929045277,13.676564437956843,1.975896174243858
4858,411617_2523,339.77881203774194,14.029542071616127,2.728865645935185
4862,413015_3363,339.84575999355627,14.310780834361713,2.2885758144622304
4864,414411_3368,339.79339629023275,14.563466864761509,2.7633624814625004
4886,395580_306,194.04577278016734,11.143750362851415,1.9109530800437302
4889,394169_4213,195.22888339331777,11.056309933439895,3.0540437932538134
4899,395583_4862,194.94872769013108,11.370337767898594,5.451703068934768
4906,396998_1231,195.39933572705397,11.438799468824595,1.8000243856316915
4925,391343_2626,196.9308839532994,10.533036979821958,2.283847005658295
4958,399818_4076,194.5911236697085,12.11069071049032,2.9597844969682927
4984,399823_2376,195.9412431005492,12.011592398372153,1.2863400174733
4988,402639_3357,195.78884618950616,12.526538762748824,2.4663634955991527
4998,406855_2415,195.70959472062106,13.279204940950025,3.102126137500628
4999,406855_2400,195.71477811106843,13.276662801827982,7.608066188084353
5000,406855_2385,195.71626500400137,13.276716389711506,7.851187875343655
5107,404058_5106,198.87732789647436,12.873175462356329,4.083982672978642
5118,401248_3654,200.0194220200816,12.345447430529248,1.91989143457541
5127,402655_2806,199.8200660353622,12.539319385151526,1.1208540010367132
5139,414419_2436,341.75281795906216,14.491557199020018,2.551659960535624
5141,415813_3695,341.8007919001416,14.81650233674764,3.2625152990158215
5144,402657_2865,200.45365699668062,12.527329566408618,3.136302620013984
5151,391361_4280,201.5210326538627,10.592668047688285,2.6378915245801617
5183,395615_2982,202.9589026624508,11.277331606168886,2.2630174190849015
5184,394201_3986,203.31766842659334,11.076003796002848,3.666274254579169
5197,399843_2679,201.09605115127033,12.003576756564769,4.822402300164881
5206,402658_2189,200.58873311442255,12.491015855831856,2.423527690618241
5231,399852_3127,203.2707172255922,12.048316235438833,2.026541160850208
5324,398447_191,204.75066837468324,11.6329955440793,1.818537061449281
5334,404082_2805,204.92521486237834,12.745994355457212,2.2594559751305883
5356,412395_1358,180.01840869430902,14.203454570854985,3.030448135297464
5357,410998_2922,180.3279527970222,14.03987520043173,2.7736571554741913
5377,416582_3168,180.67492582945644,15.042379867621388,2.1022981203224713
5430,420753_3317,180.35115495326207,15.817528975253268,4.4008789771973875
5431,420753_3352,180.3704566866143,15.817306557420844,4.32018417306072
5437,422144_980,181.48091186984763,15.923455876469799,3.008906683188879
5501,411013_2424,184.12152380105175,14.01236104093618,13.149251976228681
5502,411012_4139,184.1112005910147,14.1014234765235,2.467282762580314
5512,418596_894,341.57819216874196,15.175322442936638,3.0915544352984394
5541,419381_4422,184.74884529390718,15.60090840114938,1.9437808642895353
5558,413817_4085,186.51111923713827,14.568719491241813,3.410931385910688
5559,413819_3587,186.9629388290654,14.559199304802151,2.3038000017854006
5577,424923_1758,184.4130806120835,16.469994515017326,3.3542286789265563
5582,423541_2004,184.64117058420698,16.215124606022975,1.724583495005729
5602,427684_1549,184.652310594463,16.974106603996876,6.741232795681879
5603,429062_1183,184.68759174416093,17.19449159176524,1.9398779912647277
5610,423547_4323,186.2014690862726,16.316804837001815,2.4325141430096258
5649,422761_1375,341.7916282471858,15.94782515596747,2.3453033012296003
5694,433182_31,183.2934089003867,17.884274749266712,2.762459589388882
5695,437286_2652,182.4034287215048,18.732682126731277,1.6344511312807162
5732,441373_1399,181.8782133840826,19.45047052768433,2.0331820951476702
5745,444089_2608,181.8918667749924,20.014593166768222,2.7939305138493697
5758,430437_498,184.1595662078778,17.39643672220429,2.010275444399354
5783,410235_4171,343.8971551899566,13.84715526995624,3.0667982026659883
5787,410236_3223,344.2251157698849,13.790918027952072,8.683912026050844
5805,434560_1608,185.1365898802374,18.21644451663106,2.026541160850208
5810,437296_3635,185.1322336411373,18.811765254819598,3.250934129496733
5814,431819_1858,186.0013296067046,17.725193605261172,2.205941569326044
5818,431822_1367,186.6207418246831,17.682608951540452,3.47301344758871
5821,433196_3000,186.99813584805776,18.03728130782996,2.5603169302543476
5841,438657_3699,184.09280659538243,19.07844830333759,2.24359518754325
5859,444098_1539,184.27260253166634,19.952302796569473,2.155034825844758
5873,440027_869,186.0670658467962,19.16821293804332,1.609873145560777
5912,413821_4677,187.66114771199864,14.603363743696777,3.9776779245399543
5928,416609_2183,187.59690406977393,14.993324041964287,2.8590601721665685
5936,415219_3821,188.44431309096194,14.789921826920732,3.1857266616955515
5940,409635_5284,189.52708806511532,13.873914085408504,2.6971376248694807
5966,422168_2372,187.69483968878998,15.97246236756362,2.1130818516953744
6000,423560_2221,189.55787353432518,16.229115237352055,2.166046249476955
6020,415820_1266,343.60911565466716,14.688610917340997,2.1150954996336093
6049,412437_3093,190.82791015857978,14.303897360844454,2.6014470409464714
6053,411042_3153,191.60643204414356,14.036976702858857,2.131713252794484
6060,418016_1213,191.38874570066378,15.191144910230006,2.4891648956524652
6061,418014_5430,191.08274262201797,15.37106630719165,1.3322528988784514
6078,413842_3325,193.03458384784852,14.600027568929844,1.4701366436083325
6126,423575_2622,193.43156452476495,16.28667083111494,2.097149127448421
6132,429073_4192,187.37844683211608,17.357985104839145,3.552207234452156
6162,414432_121,345.29520363879396,14.382826120873244,2.928182073567571
6163,435942_2831,188.53945836560678,18.55513932920988,2.0783347607799874
6171,430462_294,190.51399862021498,17.391355923829654,2.026541160850208
6178,434576_1357,189.25825450250812,18.201982329772097,1.9954266621623094
6209,442754_1793,187.73440330202308,19.737001013569973,1.8419140527605051
6242,444118_2009,189.6247267097174,19.989473801840226,3.403335336424367
6277,418609_471,344.8559141850437,15.154668305833656,8.726177669879313
6278,418609_482,344.86057397851414,15.151601427633105,4.564674956485152
6293,433214_4561,191.60477798778564,18.103518966349093,3.406677582949063
6348,437322_4925,191.88255591437158,18.865319135097504,2.5023454015468194
6364,441410_1556,191.7942246517983,19.448990286883614,10.199572925369566
6365,441410_1607,191.79763929352197,19.464333392761187,11.800858196175708
6372,442770_4210,191.94408886018164,19.8556715734235,1.1158278924443439
6393,441414_4860,192.81836874360508,19.60324073786477,2.2178673470520898
6436,454857_2280,181.23746769124782,22.01730802574327,2.839705660425804
6447,448149_1037,183.0941462018348,20.683031192334532,3.228993470810193
6480,456193_1502,181.12422889863012,22.215730375011248,3.041829630842331
6487,456195_3025,181.76942081632725,22.296652964516852,3.057588133184939
6508,460186_4630,181.21207367335492,23.086772605723002,1.5954028701317942
6520,454861_3413,182.36659407983663,22.104661467159037,8.375357497020843
6525,457531_3185,182.64010558088955,22.55573574348601,1.3635518811881515
6528,456201_3435,183.31535219934827,22.336044978217796,8.248157202416698
6534,458865_3410,183.43381001000583,22.809835108817488,1.5910875353482183
6574,403107_6425,315.2660329017769,12.581729148544008,2.6348305212703678
6610,452195_3321,186.09490427186697,21.56451699843391,2.730478777195958
6620,456203_1415,183.89817579567978,22.20548405897154,2.740168150170661
6644,462847_781,184.0026711954327,23.422086267238555,2.477998819438806
6650,462852_268,185.29741518349104,23.38613146330556,1.2855336456908577
6665,462853_1130,185.6997418211493,23.43753863935753,3.0748259365661808
6686,466792_1234,180.6609689774449,24.178838027059786,1.7451854775162794
6690,466793_177,180.97622736631305,24.138783168245357,3.093774335282549
6699,470727_2646,180.9154383848519,25.029115440134703,3.031387371401152
6715,465485_1361,183.33314503753098,23.947997915697673,3.011045752351266
6731,468112_3915,182.4080952077565,24.575492484620767,2.816786611069995
6745,473333_2126,180.1108944499792,25.49051593202959,2.2281555774883177
6760,473338_3699,181.61647262157442,25.57323169461078,2.261602938636477
